instance,seed,algorithm,objective,coverage_pct,runtime_sec,num_facilities,budget_used,num_moves,num_iterations,facilities
random_I100_J500_B15.0_R6.5_s42,44,closest_neighbor,20289.0,80.00394321766562,0.00047779083251953125,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,45,greedy,20248.0,79.8422712933754,0.004024028778076172,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,45,closest_neighbor,20289.0,80.00394321766562,0.0003771781921386719,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,46,greedy,20248.0,79.8422712933754,0.004534721374511719,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,46,closest_neighbor,20289.0,80.00394321766562,0.0006303787231445312,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,47,greedy,20248.0,79.8422712933754,0.005741596221923828,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,47,closest_neighbor,20289.0,80.00394321766562,0.00034809112548828125,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,48,greedy,20248.0,79.8422712933754,0.004538297653198242,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,48,closest_neighbor,20289.0,80.00394321766562,0.00040221214294433594,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,49,greedy,20248.0,79.8422712933754,0.0037641525268554688,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,49,closest_neighbor,20289.0,80.00394321766562,0.0003228187561035156,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,50,greedy,20248.0,79.8422712933754,0.007474184036254883,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,50,closest_neighbor,20289.0,80.00394321766562,0.0003523826599121094,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B15.0_R6.5_s42,51,greedy,20248.0,79.8422712933754,0.005624055862426758,8,14.89,0,0,"9,10,22,32,41,42,54,96"
random_I100_J500_B15.0_R6.5_s42,51,closest_neighbor,20289.0,80.00394321766562,0.00029850006103515625,8,14.719999999999999,0,0,"9,10,18,22,36,42,50,96"
random_I100_J500_B20.0_R6.5_s43,42,greedy,22221.0,87.33296651469895,0.0041692256927490234,11,19.55,0,0,"0,2,9,27,53,81,82,87,90,91,99"
random_I100_J500_B20.0_R6.5_s43,42,closest_neighbor,20643.0,81.1311114604622,0.00048089027404785156,9,19.25,0,0,"0,41,54,70,74,81,82,90,91"
random_I100_J500_B20.0_R6.5_s43,43,greedy,22221.0,87.33296651469895,0.004220247268676758,11,19.55,0,0,"0,2,9,27,53,81,82,87,90,91,99"
random_I100_J500_B20.0_R6.5_s43,43,closest_neighbor,20643.0,81.1311114604622,0.0005924701690673828,9,19.25,0,0,"0,41,54,70,74,81,82,90,91"
